,N,M,cluster_size,cluster_mean,seed_a,seed_b,score,model
2006,300,450,50.0,0.0,2,10,0.0375036000634998,clustered
2007,300,450,50.0,0.0,3,4,0.0371517514949845,clustered
2008,300,450,50.0,0.0,3,5,0.0370281329726197,clustered
2009,300,450,50.0,0.0,3,6,0.0366988668709682,clustered
2010,300,450,50.0,0.0,3,7,0.0403156666402266,clustered
2011,300,450,50.0,0.0,3,8,0.0364542499935882,clustered
2012,300,450,50.0,0.0,3,9,0.0367825189518895,clustered
2013,300,450,50.0,0.0,3,10,0.0358015535263369,clustered
2014,300,450,50.0,0.0,4,5,0.0357982979642395,clustered
2015,300,450,50.0,0.0,4,6,0.0361762035183258,clustered
2016,300,450,50.0,0.0,4,7,0.0369922644456006,clustered
2017,300,450,50.0,0.0,4,8,0.036083552484137,clustered
2018,300,450,50.0,0.0,4,9,0.0379372820919497,clustered
2019,300,450,50.0,0.0,4,10,0.0357639102237681,clustered
2020,300,450,50.0,0.0,5,6,0.0372208638471453,clustered
2021,300,450,50.0,0.0,5,7,0.0366671188732337,clustered
2022,300,450,50.0,0.0,5,8,0.0373235934407945,clustered
2023,300,450,50.0,0.0,5,9,0.0359325348013708,clustered
2024,300,450,50.0,0.0,5,10,0.0360126493930355,clustered
2025,300,450,50.0,0.0,6,7,0.0367234431724587,clustered
2026,300,450,50.0,0.0,6,8,0.0363107664884803,clustered
2027,300,450,50.0,0.0,6,9,0.036440303673126,clustered
2028,300,450,50.0,0.0,6,10,0.0394870711545763,clustered
2029,300,450,50.0,0.0,7,8,0.0375061600502319,clustered
2030,300,450,50.0,0.0,7,9,0.0352543872452609,clustered
2031,300,450,50.0,0.0,7,10,0.0373521948913449,clustered
2032,300,450,50.0,0.0,8,9,0.0368372517379758,clustered
2033,300,450,50.0,0.0,8,10,0.0357083448966021,clustered
2034,300,450,50.0,0.0,9,10,0.0383424848280455,clustered
2035,300,450,50.0,5.0,0,1,0.042714859010088,clustered
2036,300,450,50.0,5.0,0,2,0.042390651363224,clustered
