,N,M,cluster_size,cluster_mean,seed_a,seed_b,score,model
393,40,60,0.166,15.0,0,9,0.1249783566512469,clustered
394,40,60,0.166,15.0,0,10,0.1171583492654883,clustered
395,40,60,0.166,15.0,1,2,0.1163021161251028,clustered
396,40,60,0.166,15.0,1,3,0.0921187118104179,clustered
397,40,60,0.166,15.0,1,4,0.1087730512471536,clustered
398,40,60,0.166,15.0,1,5,0.1030737735826755,clustered
399,40,60,0.166,15.0,1,6,0.1205647675874248,clustered
400,40,60,0.166,15.0,1,7,0.1110834256330779,clustered
401,40,60,0.166,15.0,1,8,0.1122129038182254,clustered
402,40,60,0.166,15.0,1,9,0.1204995494594508,clustered
403,40,60,0.166,15.0,1,10,0.1178020792908968,clustered
404,40,60,0.166,15.0,2,3,0.0913572129525795,clustered
405,40,60,0.166,15.0,2,4,0.1166695308226885,clustered
406,40,60,0.166,15.0,2,5,0.1261267996002434,clustered
407,40,60,0.166,15.0,2,6,0.1088436242166096,clustered
408,40,60,0.166,15.0,2,7,0.1058422472936277,clustered
409,40,60,0.166,15.0,2,8,0.11713533368647,clustered
410,40,60,0.166,15.0,2,9,0.1184896920480119,clustered
411,40,60,0.166,15.0,2,10,0.1062728665573697,clustered
412,40,60,0.166,15.0,3,4,0.0896334634863174,clustered
413,40,60,0.166,15.0,3,5,0.0868194654640893,clustered
414,40,60,0.166,15.0,3,6,0.0847318216766337,clustered
415,40,60,0.166,15.0,3,7,0.0900388834642616,clustered
416,40,60,0.166,15.0,3,8,0.0842631644950746,clustered
417,40,60,0.166,15.0,3,9,0.0869628980545869,clustered
418,40,60,0.166,15.0,3,10,0.1015947791547451,clustered
419,40,60,0.166,15.0,4,5,0.1071805757932498,clustered
420,40,60,0.166,15.0,4,6,0.1061604033065691,clustered
421,40,60,0.166,15.0,4,7,0.1040703023800742,clustered
422,40,60,0.166,15.0,4,8,0.1113007603629946,clustered
423,40,60,0.166,15.0,4,9,0.104405413970042,clustered
424,40,60,0.166,15.0,4,10,0.1060999221511498,clustered
425,40,60,0.166,15.0,5,6,0.1062811139989504,clustered
426,40,60,0.166,15.0,5,7,0.1105762291282769,clustered
427,40,60,0.166,15.0,5,8,0.1076687236431037,clustered
428,40,60,0.166,15.0,5,9,0.1021364878973324,clustered
429,40,60,0.166,15.0,5,10,0.1037648274781561,clustered
430,40,60,0.166,15.0,6,7,0.122375856604424,clustered
431,40,60,0.166,15.0,6,8,0.1033955941831422,clustered
432,40,60,0.166,15.0,6,9,0.1089075185573159,clustered
433,40,60,0.166,15.0,6,10,0.1210422641501298,clustered
434,40,60,0.166,15.0,7,8,0.1075980734168239,clustered
435,40,60,0.166,15.0,7,9,0.1085009721532705,clustered
436,40,60,0.166,15.0,7,10,0.1142596022186747,clustered
437,40,60,0.166,15.0,8,9,0.115287886407141,clustered
438,40,60,0.166,15.0,8,10,0.0992643058122675,clustered
439,40,60,0.166,15.0,9,10,0.1049337394719759,clustered
440,60,90,0.166,0.0,0,1,0.0744710528346707,clustered
441,60,90,0.166,0.0,0,2,0.0813172806515839,clustered
442,60,90,0.166,0.0,0,3,0.0719650208313201,clustered
443,60,90,0.166,0.0,0,4,0.0753714717599125,clustered
444,60,90,0.166,0.0,0,5,0.0784404396577804,clustered
445,60,90,0.166,0.0,0,6,0.0782050708608972,clustered
